pmid,processed_title,processed_abstract
18463220,novel subgenotypes of hepatitis b virus genotype c and d in papua indonesia,eight genotype a to h and nine subtypes adw2 adw4 ayw1 ayw2 ayw3 ayw4 adrq adrq and ayr of hepatitis b virus hbv have been identified worldwide they appear to be associated with geographical distribution virological characteristic and possibly clinical outcome we performed sequence analysis of part of the s gene and the entire precorecore gene of hbv isolates obtained from hbsagpositive blood donor in papua province indonesia phylogenetic analysis of the s gene sequence revealed that 23 852 of the 27 hbv isolates tested belonged to genotype c hbvc and 2 74 each to hbvb and hbvd interestingly 19 826 of the 23 isolates of hbvc clustered in a branch that wa distinct from the previously reported subgenotypes c1 to c5 hbvc1 to hbvc5 similarly two isolates of hbvd clustered in a branch distinct from the reported subgenotypes hbvd1 to hbvd5 phylogenetic analysis of the entire precorecore gene confirmed the consistent presence of the distinct branch in hbvc and hbvd we therefore propose novel subgenotypes designated hbvc6 and hbvd6 the majority of hbvc6 isolates in papua had alanine at position 159 and 177 a159a177 in the hbsag a159a177 is different from the determinant for adrq a159v177 found throughout asia and adrq v159a177 found in new caledonia and polynesia possibly representing a unique antigenic group provisionally referred to a adrq indeterminate in conclusion we have identified two novel hbv subgenotypes hbvc6 and hbvd6 the first of which is the most prevalent subgenotype of hbv in papua indonesia
19691824,hepatitis b virus genotypessubgenotypes in voluntary blood donor in makassar south sulawesi indonesia,background hepatitis b virus hbv genotype appears to show varying geographic distribution molecular epidemiological study of hbv in particular area in indonesia is still limited this study wa aimed to identify the prevalence of hbv genotypesubgenotype and mutation in basal core promoter bcp region in voluntary blood donor in makassar one of the biggest city in east part of indonesia a total of 214 hepatitis b surface antigen hbsagpositive sample were enrolled in this study hbv genotypesubgenotype wa identified by genotypespecific pcr method or direct sequencing of pres region mutation in bcp were identified by direct sequencing of the corresponding region result hbvb and hbvc were detected in 6121 and 2523 of the sample while mix of hbvb and hbvc wa found in 1262 of the sample based on pres region among hbvb and hbvc hbvb3 9500 and hbvc1 5882 were predominant interestingly hbvd wa identified in two sample 2216507 and 2225207 complete genome sequence of two hbvd strain 2216507 and 2225207 demonstrated that both strain belong to hbvd6 and the divergence between the two strain were 145 while divergence of both 2216507 and 2225207 strain with reference strain am422939france were 267 a1762tg1764a mutation wa observed in 196 and 536 whereas t1753v mutation wa found in 294 and 179 of hbvb and hbvc respectively conclusion hbvb and hbvc are dominant in makassar similar to most area in indonesia mutation in bcp which might be associated with severity of liver disease are less common
38446812,challenge to integrating program for the elimination of mothertochild transmission of hiv syphilis and hepatitis b into antenatal care experience from indonesia,the who asiapacific framework for triple elimination recommends that country evaluate their program for the elimination of mothertochild transmission of hiv syphilis and hepatitis b emtct including identifying gap to improve program planning and the implementation of elimination strategy in antenatal care anc service in 2022 the indonesian ministry of health reported that only 39 of pregnant woman were tested for hiv 14 for syphilis and 28 for hepatitis b respectively we conducted a qualitative study involving a focus group discussion fgd and indepth interview with 25 key stakeholder in bali and west nusa tenggara province to identify specific challenge to testing for hiv syphilis and hepatitis b in anc setting thematic analysis wa used to identify the theme generated from the data health system bottleneck experienced by stakeholder included supply chain management issue involving stock forecasting and stock monitoring stockouts of rapid test reagent which were particularly most frequent and for longer duration for syphilis and hepatitis b high staff turnover lack of staff training on how to perform the test the complexity and time needed to record the data on womens characteristic risk behaviour and testing in both paper format and into the computerbased surveillance system discrepancy in program coverage data from different division of the district health office involved in the reporting system high level of stigma that prevented woman from being followed up challenge in notifying partner and inadequate reporting and referral of woman from private provider to public one for testing intervention addressing the above challenge are worthy of consideration to improve the health system function and integrate emtct into the anc setting
24020990,novel hepatitis b virus strain developing due to recombination between genotype h and b strain isolated from a japanese patient,aim in japan genotype b and c are the predominant genotype isolated from patient with chronic hepatitis b while genotype a predominates in patient with acute hepatitis b globalization however appears to have changed the distribution of the hepatitis b virus hbv genotype thus the viral characteristic of hbv genotype other than genotype a b and c were examined method screening of genotype wa performed by enzyme immunoassay andor polymerase chain reaction invader method in 222 patient with hbv the fulllength nucleotide sequence of unusual strain were compared to those in the database followed by construction of a phylogenetic tree result unusual hbv strain were isolated from two patient a 27yearold japanese bisexual man with acute hepatitis b with hiv coinfection and a 52yearold japanese man with chronic hepatitis b the former strain wa classified a genotype h showing an overall identity of 998 to the thailand strain eu498228 while the nucleotide sequence of the latter strain showed similarity to the genotype b strain isolated in malaysia jq027316 and indonesia jq429079 between dr2 and dr1 in the x region with identity of 969 however this strain wa classified a genotype h by fulllength sequence analysis and the sequence between nt2023 and nt2262 showed no similarity to that in any previously reported strain conclusion hbv strain showing recombination between genotype b and h strain were found even in chronic hepatitis patient in japan globalization may yield hbv strain of possible novel genotype containing novel nucleotide sequence in the precorecore region
15564741,genetic diversity of hepatitis b virus strain derived worldwide genotype subgenotypes and hbsag subtypes,sequence of 234 complete genome and 631 hepatitis b surface antigen gene were used to assess the worldwide diversity of hepatitis b virus hbv apart from the described two subgenotypes each for a and f also b c and d divided into four subgenotypes each in the analysis of complete genome supported by significant bootstrap value the subgenotypes of b and c differed in their geographical distribution with b1 dominating in japan b2 in china and vietnam b3 confined to indonesia and b4 confined to vietnam all strain specifying subtype ayw1 subgenotype c1 wa common in japan korea and china c2 in china southeast asia and bangladesh and c3 in the oceania comprising strain specifying adrq and c4 specifying ayw3 is encountered in aborigine from australia this pattern of defined geographical distribution wa less evident for d1d4 where the subgenotypes were widely spread in europe africa and asia possibly due to their divergence having occurred a longer time ago than for genotype b and c with d4 being the first split and still the dominating subgenotype of d in the oceania the genetic diversity of hbv and the geographical distribution of it subgenotypes provide a tool to reconstruct the evolutionary history of hbv and may help to complement genetic data in the understanding of the evolution and past migration of man
22451183,prevalence of hepatic steatosis in chronic hepatitis b patient and it association with disease severity,aim to know the prevalence of liver steatosis in chronic hepatitis b chb patient and evaluate whether it presence wa associated with a more progressive disease method a crosssectional study wa conducted in cipto mangunkusumo and medistra hospital jakarta on chb patient between 2007 and 2009 data on patient demography anthropometry liver function test and hepatitis b serology were collected hepatic steatosis wa assessed by liver biopsy and graded a mild 33 moderate 3366 or severe 66 fibrosis stage and necroinflammatory activity were assessed according to the metavir system result onehundred and seventy four patient were enrolled 99 569 among them were men patient mean age wa 399 1069 year about 56 of case were hbeag negative the prevalence of liver steatosis wa 299 patient with liver steatosis had significantly higher body mass index 251 33 v 227 333 kgm2 p0001 and waist circumference 883 v 790 cm p0001 no association between liver steatosis and hbeag status p0736 there were no difference of log hbvdna level 572 1993 v 607 2077 p0675 and liver stiffness 83 628 v 95 1018 kpa between patient with and without liver steatosis the presence of significant fibrosis 615 v 697 p0295 and necroinflammation 635 v 656 p0789 wa not differed between patient with and without liver steatosis conclusion liver steatosis wa found in 30 of chronic hepatitis b patient it presence wa mostly associated with central obesity unlike chronic hepatitis c liver steatosis in chronic hepatitis b wa not related to a more progressive disease
31952213,pres1 mutation alter the large hbsag antigenicity of a hepatitis b virus strain isolated in bangladesh,mutation in the hepatitis b virus hbv genome can potentially lead to vaccination failure diagnostic escape and disease progression however there are no report on viral gene expression and large hepatitis b surface antigen hbsag antigenicity alteration due to mutation in hbv isolated from a bangladeshi population here we sequenced the full genome of the hbv isolated from a clinically infected patient in bangladesh the open reading frame orfs p s c and x of the isolated hbv strain were successfully amplified and cloned into a mammalian expression vector the hbv isolate wa identified a genotype c subgenotype c2 serotype adr and evolutionarily related to strain isolated in indonesia malaysia and china clinically significant mutation such a pres1 c2964a reverse transcriptase domain i91l and small hbsag n3s were identified the viral p s c and x gene were expressed in hek293t and hepg2 cell by transient transfection with a native subcellular distribution pattern analyzed by immunofluorescence assay western blotting of large hbsag using pres1 antibody showed no staining and pres1 elisa showed a significant reduction in reactivity due to amino acid mutation this mutated pres1 sequence ha been identified in several asian country to our knowledge this is the first report investigating change in large hbsag antigenicity due to pres1 mutation
33133698,the high prevalence of negative hepatitis b surface antibody antihbs among pregnant woman in bandung indonesia a communitybased study,background hepatitis b virus hbv infection is a disease that creates a high global burden by affecting approximately 35 of the total world population the main transmission of this disease is from mother to child mtct hbv vaccination program wa already initiated in indonesia in 1987 however after three decade the hbv infection prevalence stay stagnant this study aimed to explore the seroprevalence of hbv marker and the attributable risk factor of pregnant woman at risk of transmitting hbv to their offspring method a crosssectional study wa conducted on pregnant woman from primary midwifery and obstetric clinic across bandung indonesia to assess the hbsag antihbc and antihbs serological marker questionnairebased interview were used to obtain the sociodemographic determinant logistic regression wa applied to assess the association of each determinant factor to positive hbsag or negative antihbs a a dependent variable which wa then reported a odds ratio or result a total of 196 subject were recruited with 12196 61 of them were positive hbsag after exclusion of those with positive hbsag and antihbc 24175 137 woman were isolated a positive antihbs leaving 151175 863 woman with negative antihbs who were susceptible to hbv infection low body mass index bmi less than 185 kgm2 wa a risk factor for positive hbsag with or 5850 95 ci 14662334 p 0012 nevertheless no significant determinant factor wa associated with negative antihbs conclusion most pregnant woman in bandung indonesia are susceptible to hbv infection a marked by the negative antihbs status
38140670,cellular release of infectious hepatitis c virus particle via endosomal pathway,hepatitis c virus hcv is a positivesense singlestranded rna virus that cause chronic hepatitis liver cirrhosis and hepatocellular carcinoma the release of infectious hcv particle from infected hepatocytes is a crucial step in viral dissemination and disease progression while the exact mechanism of hcv particle release remain poorly understood emerging evidence suggests that hcv utilizes intracellular membrane trafficking and secretory pathway these pathway include the golgi secretory pathway and the endosomal trafficking pathway such a the recycling endosome pathway and the endosomal sorting complex required for transport escrtdependent multivesicular body mvbs pathway this review provides an overview of recent advance in understanding the release of infectious hcv particle with a particular focus on the involvement of the host cell factor that participate in hcv particle release by summarizing the current knowledge in this area this review aim to contribute to a better understanding of endosomal pathway involved in the extracellular release of hcv particle and the development of novel antiviral strategy
23336976,high prevalence of hepatitis b virus genotype cc1 in the minangkabau ethnic group in indonesia,background the minangkabau is one of the major ethnic group in indonesia previous study with a limited number of sample have shown a different prevalence of hbvc in the minangkabau compared to the indonesian population in general the aim of this study wa to assess the hbv genotype distribution pattern and the prevalence of pres t1753v and a1762tg1764a mutation among the minangkabau hbv carrier the sample were collected from padang west sumatera and from western java mixed primer for specific genotype were used to determine the hbv genotype pres or s gene were amplified sequenced and aligned with reference sequence from genbank to derive a phylogenetic tree for subgenotyping pres gene were also analyzed for mutation the basal core promoter bcp region wa amplified and directly sequenced to analyze t1753v and a1762tg1764a mutation result the predominant hbv genotype among the minangkabau hbv carrier n117 wa c 726 followed by b 248 and coinfection with b and c 26 the prevalence of pres mutation including both the pres deletion and pres2 start codon mutation wa 410 and the t1753v and a1762tg1764a mutation were found in 519 and 712 respectively hbvc1 wa the predominant hbv subgenotype in the minangkabau hbv carrier and wa found in 662 followed by b3 b7 c8 b2 b9 c2 and c10 183 70 28 14 14 14 and 14 respectively from sample that were found to be coinfected with hbv b and c two sample were successfully cloned and subgenotyped including one with mixed subgenotypes of b3 and c1 and another one with mixed subgenotypes of b7 c1 putative intergenotypic of ba and ca furthermore three sample from donor of nonminangkabau ethnicity from padang were found to be infected with an intragenotypic recombination form including a putative recombinant of b8b3 and b9b7 conclusion hbvc with subgenotype c1 wa the predominant hbv genotype among hbv carrier of minangkabau ethnicity the prevalence of pres a1762tg1764a and t1753v mutation wa higher among the minangkabau compared to indonesian hbv carrier in general
21764829,a genomewide association study of hepatitis b vaccine response in an indonesian population reveals multiple independent risk variant in the hla region,we performed a twostage genomewide association study gwas of antibody titer in 3614 hepatitis b vaccine recipient from indonesia riau archipelago leading to the identification of at least three independent signal within the human leukocyte antigen hla complex these appear to implicate hladr rs3135363 p 653 x 1022 odds ratio or 153 95 confidence interval ci 135174 hladp previously associated with the risk of chronic hepatitis b infection rs9277535 p 291 x 1012 or 072 95 ci 063081 and a gene rich hla class iii interval rs9267665 p 124 x 1017 or 205 ci 164257 the substantial overlap of these variant and those identified by gwas of chronic hepatitis b infection confirms vaccine response a a model for infection while suggesting that the vaccine is least effective in those most at risk of lifelong infection following exposure to the virus
34586032,facilitator and barrier for the delivery and uptake of cervical cancer screening in indonesia a scoping review,background cervical cancer cc is the second most common female cancer in indonesia national cc screening coverage is low at 12 highlighting the need to investigate facilitator and barrier to screening objective this review synthesis research on facilitator and barrier to the delivery and uptake of cc screening analysis them in term of supply and demandside factor and their interconnectedness and proposes recommendation for further research method medline ovid cinahl global health neliti sinta and google scholar were searched applying a search string with keywords relevant to screening cc and indonesia in total 34 record were included all were publication on cc screening in indonesia 20002020 in english or indonesian record were analysed to identify finding relevant to the category of barrier and facilitator supplyand demandside factor result demandside facilitator identified included husband family or socialpeer support 14 study information availability knowledge and awareness 12 study positive attitude and strong perception of screening benefit and the seriousness of cc 12 study higher education and socioeconomic status 11 study having health insurance and short distance to screening service 4 study evidence on supplyside wa limited supplyside facilitator included counselling and support 6 study and ease of access 6 study demandside barrier identified focused on lack of knowledgeawareness and lack of confidence in screening 14 study fear fatalism and shame 10 study time and transportation constraint 8 study and lack of husband approval and support 6 study supplyside barrier included lack of skilled screening provider 3 study lack of advocacy and health promotion 3 study resource constraint 3 study and lack of supervision and support for health care provider 3 study conclusion facilitator and barrier were mirrored in the supply and demandside finding the geographical scope and population diversity of existing research is limited and further supplyside research is urgently needed
37576162,cancer incidence and mortality in a tertiary hospital in indonesia an 18year data review,background every population regardless of wealth or social development face the major health issue of cancer cancer incidence and mortality differ by region and period thus this study aimed to determine the characteristic incidence and mortality of various cancer at dr wahidin sudirohusodo hospital a referral center hospital in makassar indonesia method this study employed a descriptive research design using secondary data recorded at dr wahidin sudirohusodo hospital in makassar indonesia between january 2002 and december 2019 result we classified the 7824 cancer patient in our study into solid and nonsolid cancer group the incidence of solid cancer 793 wa higher than that of nonsolid cancer 207 causing 1063 death or 617 of all cancerrelated death there were 6083 777 case of cancer survival the cancer with the highest incidence were breast cancer 1008 case 129 leukemia 683 case 87 and cervical cancer 631 case 81 breast cervical and ovarian cancer were the most frequent cancer in female patient leukemia wa the most frequent cancer in male patient followed by colorectal and liver cancer conclusion a regionbased statistical record of cancer incidence and mortality is vital and useful to prioritizing cancer treatment at a given time
34443572,current status distribution and future direction of natural product against colorectal cancer in indonesia a systematic review,in 2020 an estimated 193 million new cancer case and nearly 10 million cancer death have occurred worldwide with colorectal cancer ranking a the third most frequently diagnosed 100 several attempt have been conducted against cancer including surgery radiation monoclonal antibody and chemotherapy many people choose natural product a alternative against cancer these product will not only help in human life preservation but also work a a source of uptodate information leading people away from incorrect information we discus the current status distribution and future implication of protecting population with natural product a an alternative against colorectal cancer in indonesia thirtyeight study were included in this review for data extraction the distribution of natural product in indonesia that have potential activity against colorectal cancer cell wa predominated by terpenoids followed by phytosterols phenolic alkaloid and polyisoprenoids the type of cell line utilized in the cytotoxic activity analysis of natural product wa the widr cell line followed by ht29 cell and hct116 cell this review showed that mtt in vitro assay is a general method used to analyze the cytotoxic activity of a natural product against colorectal cancer cell followed by other in vitro and in vivo method the systematic review provided prediction for several secondary metabolite to be utilized a an alternative treatment against colorectal cancer in indonesia it also might be a candidate for a future cochemotherapy agent in safety quality and standardization in addition computational method are being developed to predict the druglikeness of compound thus drug discovery is already on the road towards electronic research and development
34702111,mapping and visualization of cancer research in indonesia a scientometric analysis,introduction the incidence of cancer and it prevalence are increasing in indonesia it is crucial to ensure national cancer policy are evidencebased and promote research while cancer research is being conducted across indonesia the extent and focus of research activity are not known with no existing synthesis of the cancer research landscape we seek to address this gap by characterising trend in the extent and type of cancer research conducted in indonesia method scientometric study using descriptive analysis to determine annual growth pattern in publication across all cancer research literature from indonesia we developed a classification system for both research type and study design which wa applied to all included publication a visualisation software tool vosviewer wa used to explore the geographical distribution of research activity the wilcoxon ranksum test wa used to determine the influence of international collaboration on the impact factor of journal in which article were published result we retrieved 1773 cancerrelated article published by indonesiaaffiliated author from 1961 to 2020 with notable yearonyear increase in the annual total number of published article since 2015 most article 840 were published by author affiliated with institution on java island the most commonly published article type wa basic research and discovery science 288 using a onegroup analytical study design 288 international collaboration wa significantly correlated with a higher hindex of the journal in which research wa published p 0001 r 317 conclusion an increase in the number and range of topic explored in cancerrelated publication over time wa identified the summary of the current corpus of cancerrelated research for indonesia can be used to direct the development of the national cancer control plan alongside informing the national cancer research strategy our novel and feasible scientometric approach can be used to direct future national and regional mapping of cancer research
37116129,risk factor associated with nasopharyngeal cancer incidence in indonesia a systematic review and metaanalysis,objective to determine the risk factor associated the incidence of npc particularly in indonesia method this systematic review and metaanalysis wa conducted according to prisma statement database including pubmed scopus science direct web of science and garuda were retrieved newcastleottawa scale wa used to assess the quality of published study and analyse the risk of bias of included study randomeffect model and reported pooled odds ratio or with 95ci wa carried out in our metaanalysis result a pooled of 7 study were included in our study which included 764 participant we found that female gender wa not associated with the incidence of npc or 145 95 ci 061345 p040 and smoking wa highly increased the incidence of npc or 439 95 ci 0792440 but not statistically significant p009 furthermore salted fish consumption and some hla allele were associated with increased risk conclusion the incidence of npc is not associated with female gender nor smoking habit however the risk of npc is higher for those who consume salted fish and have some susceptible hla allele further investigation in larger study are needed to confirm these finding
35345354,twelve year implementation of cervical and breast cancer screening program in indonesia,objective the study aimed to measure achievement of the national program of cervical and breast cancer screening in indonesia after 12 year implementation and factor associated with the number of the screening method this wa a crosssectional study with descriptive and analytic analysis secondary data wa collected from directorate of non communicable disease control ministry of health result from 2007 to 2018 the program wa implemented in all 34 province at 51 primary health center phc with 3 provider each total woman aged 3050 year screened wa 3664625 98 of the target the number rose gradually from 2007 to 2014 with significant increase from 2015 to 2018 bali province had the highest coverage 31 and papua had the lowest 1 we found a wide disparity of coverage among province there wa 34 of viapositive 161 wa treated with cryotherapy 13 per 1000 of suspected cervical cancer 54 lump in the breast and 07 per 1000 suspected breast cancer factor associated with number of the screening were number of phc providing screening number of gp total provider number of ncd post number of village with ncd post and income of the province conclusion the cervical and breast cancer screening program wa running in all province in more than half of primary health center in indonesia national coverage 98 wa far below the target and varied widely among province number of phc with screening service number of gp number of total provider number of ncd post number of village with ncd post and income of the province have association with cervical and breast cancer screening
33505867,excess risk of lung cancer among agriculture and construction worker in indonesia,background in indonesia many occupation and industry involve a variety of hazardous and toxic material the ilo estimate that about 211 of the tracheal bronchial and lung cancer death among men were attributable to workplace hazardous substance this study investigated the relationship between occupation or workplace exposure and the risk of lung cancer in the country the result will help determine how indonesia can best mitigate the risk for it worker objective this casecontrol study utilizes the indonesian standard of industrial classification indsic 2015 with the aim of exploring the risk of lung cancer among indonesian worker method the study included patient aged 35 year old or older receiving thoracic ct at the radiology department of persahabatan hospital the case were histologicalconfirmed primary lung cancer while the control were negative thoracic ct scan for lung cancer the subject job title and industry were classified according to indsic 2015 and blind to the patient grouping a a case or control logistic regression wa used to determine the odds ratio for lung cancer among all section and some division or group of indsic 2015 finding the mean age wa 581 1023 year for lung cancer patient and 545 1023 year for control the majority of subject 196 worked in section g wholesale and retail trade repair of motor vehicle and motorcycle after adjusting for age gender level of education and smoking habit the risk of lung cancer wa nearly threetimes higher or 28 95 ci 111702 in worker of division a01 crop animal production and hunting and twotimes higher or 19 95 ci 105346 in worker of section f construction compared to the worker in other section or division conclusion the excess risk of lung cancer among certain category of worker confirms the need for improved policy monitoring and control of occupational exposure for primary cancer prevention and worker compensation purpose
26085688,urologic cancer in indonesia,noncommunicable disease including cancer start to become more common in indonesia according to the government statement incidence of malignant disease increased annually up to 8 in the last decade and these disease become the seventh leading cause of death in indonesia on the basis of the latest globocan report on cancer incidence in indonesia prostate cancer rank sixth followed by bladder 12th and kidney 18th more than half of patient with kidney cancer are diagnosed in the advanced stage besides renal cell carcinoma there are significant number of people affected with squamous cell and transitional cell carcinoma because of kidney stone radical nephrectomy or cytoreductive nephrectomy wa the primary treatment mostly done a an open procedure transitional cell carcinoma is the commonest histology type in bladder cancer case followed by squamous cell carcinoma which almost always related to bladder stone unfortunately 70 of our case were diagnosed with muscle invasive bladder cancer and approximately 60 of these patient refused further radical treatment incidence of prostate cancer is increasing rapidly and it becomes the third most common cancer in men however most of our patient are diagnosed in the advanced stage radical prostatectomy or external beam radiotherapy is the treatment of choice in localized disease nearly 40 of the elderly patient are treated with primary androgen deprivation therapy therefore it requires more research by the indonesian urologist and other healthcare provider to diagnose these cancer in earlier stage a well a community education for prevention
36414948,advance care planning for patient with cancer and family caregiver in indonesia a qualitative study,background individual willingness to engage in advance care planning is influenced by factor such a culture and religious belief while most study on advance care planning in asia have been performed in highincome country indonesia is a lowermiddleincome country with a majority of strongly collectivist and religiously devout inhabitant we studied the perspective of indonesian patient with cancer and family caregiver regarding advance care planning by first exploring their experience with medical informationdisclosure decisionmaking and advance care planning and how these experience influence their perspective on advance care planning method we conducted semistructured interview among 16 patient with cancer and 15 family caregiver in a national cancer center in jakarta and a tertiary academic general hospital in yogyakarta we performed an inductive thematic analysis using open axial and selective coding the rigor of the study wa enhanced by reflective journaling dual coding and investigator triangulation result twentysix of 31 participant were younger than 60 year old 20 were muslim and javanese and 17 were college or university graduate four major theme emerged a important in advance care planning 1 participant perception on the importance or harmfulness of cancerrelated information 2 the importance of communicating bad news sensitively through empathetic implicit and mediated communication 3 participant motif for participating in medical decisionmaking decisionmaking seen a patient right or responsibility or patient state of dependency on others and 4 the complexity of future planning eg due to it irrelevance to participant religious belief andor their difficulty in seeing the relevance of future planning conclusion culturally sensitive approach to advance care planning in indonesia should address the importance of facilitating open communication between patient and their family and the various perspective on information provision bad news communication and decisionmaking advance care planning should focus on the exploration of patient value rather than drafting treatment plan in advance
36636790,type of cancer and complementary and alternative medicine are determinant factor for the patient delay experienced by child with cancer a study in west java indonesia,introduction most pediatric cancer patient in developing country present at an advanced stage due to delayed diagnosis being an important barrier to effective care the objective of this study wa to evaluate the associated factor of patient delay and explore significant parental practiceassociated risk factor to patient delay method this wa a sequential mixed methodology utilizing data from the indonesian pediatric cancer registry for clinical variable and completed interview with parent using structured questionnaire to obtain their sociodemographic data a binary logistic regression analysis model wa fitted to identify factor associated with patient delay additional semistructured interview related to parental practice of using complementary and alternative medicine cam were administered to 30 parent thematic framework analysis wa performed on qualitative data to explore determinant factor of parental practice of using cam result we interviewed 356 parent with child with cancer the median patient delay wa 14 day interquartile range iqr 6465 day the most extended delay wa in patient with malignant bone tumor median 66 iqr 14126 in multivariable logistic regression analysis solid cancer odds ratio or 522 95 confidence interval ci 279977 p 001 and use of cam or 186 95 ci 113308 p 015 were associated with patient delay qualitative interview highlighted key issue relative to determinant parental factor using cam including vague initial childhood cancer symptom parental healthseeking behavior cam availability and accessibility also barrier of healthcare facility conclusion type of cancer and use of cam are essential factor that cause patient delay it should be addressed in the future childhood cancer awareness and childhood cancer diagnosis pathway
37246534,temporal and spatial analysis of colorectal cancer incidence in yogyakarta indonesia a crosssectional study,we aimed to explore the districtlevel temporal dynamic and subdistrict level geographical variation of colorectal cancer crc incidence in the special region of yogyakarta province we performed a crosssectional study using data from the yogyakarta populationbased cancer registry pbcr comprised of 1593 crc case diagnosed in 20082019 the agestandardized rate asrs were determined using 2014 population data the temporal trend and geographical distribution of case were analysed using joinpoint regression and morans i statistic during 20082019 crc incidence increased by 1344 annually joinpoints were identified in 2014 and 2017 which were also the period when annual percentage change apc wa the highest throughout the observation period 1884 significant apc change were observed in all district with the highest in kota yogyakarta 1557 the asr of crc incidence per 100000 person year wa 703 in sleman 920 in kota yogyakarta and 707 in bantul district we found a regional variation of crc asr with a concentrated pattern of hotspot in the central subdistricts of the catchment area and a significant positive spatial autocorrelation of crc incidence rate in the province i0581 p0001 the analysis identified four highhigh cluster subdistricts in the central catchment area this is the first indonesian study reported from pbcr data showing an increased annual crc incidence during an extensive observation period in the yogyakarta region a heterogeneous distribution map of crc incidence is included these finding may serve a basis for crc screening implementation and healthcare service improvement
32742032,sale of anticancer medicine china indonesia kazakhstan malaysia philippine and thailand,objective to assess sale of anticancer medicine in the 2017 world health organization who model list of essential medicine in china indonesia kazakhstan malaysia philippine and thailand from 2007 2008 for kazakhstan and malaysia to 2017 method we extracted sale volume data for 39 anticancer medicine from the iqvia database we divided the total quantity sold by the reference defined daily dose to estimate the total number of defined daily dos sold per country per year for three type of anticancer therapy traditional chemotherapy targeted therapy and endocrine therapy we adjusted these data by the number of new cancer case in each country for each year finding we observed an increase in sale across all type of anticancer therapy in all country the largest number of defined daily dos of traditional chemotherapy per new cancer case wa sold in thailand however the largest relative increase per new cancer case occurred in indonesia 948fold the largest absolute and relative increase in sale of defined daily dos of targeted therapy per new cancer case occurred in kazakhstan malaysia sold the largest number of adjusted defined daily dos of endocrine therapy in 2017 while china and indonesia more than doubled their adjusted sale volume between 2007 and 2017 conclusion the use of sale data can fill an important knowledge gap in the use of anticancer medicine particularly during period of insurance coverage expansion combined with other data sale volume data can help to monitor effort to improve equitable access to essential medicine
35025941,delay in the presentation and diagnosis of woman with breast cancer in yogyakarta indonesia a retrospective observational study,purpose to investigate factor associated with delay in presentation and diagnosis of woman with confirmed breast cancer bc method a crosssectional study nested in an ongoing prospective cohort study of breast cancer patient at dr sardjito hospital yogyakarta indonesia wa employed participant n 150 from the main study were recruited with secondary information on demographic clinical and tumor variable collected from the study database a questionnaire wa used to gather data on other socioeconomic variable herbal consumption number of healthcare visit knowledgeattitudepractice of bc and openended question relating to initial presentation presentation delay time between initial symptom and first consultation wa defined a 3 month diagnosis delay wa defined a 1 month between presentation and diagnosis confirmation impact on disease stage and determinant of both delay were examined a kruskalwallis test wa used to assess the length and distribution of delay by disease stage a multivariable logistic regression analysis wa conducted to explore the association between delay cancer stage and factor result sixtyfive 433 patient had a 3month presentation delay and 97 647 had a diagnosis confirmation by 1 month both presentation and diagnosis delay increased the risk of being diagnosed with cancer stage iiiiv odds ratioor 221 95 ci 097501 p 0059 and or 303 95 ci 128719 p 0012 visit to provider 3 time wa significantly attributed to a reduced diagnosis delay or 015 95 ci 006037 p 0001 while having a family history of cancer wa significantly associated with increased diagnosis delay or 228 95 ci 103504 p 0042 the most frequent reason for delaying presentation were lack of awareness of the cause of symptom 415 low perceived severity 277 and fear of surgery intervention 262 conclusion almost half of bc patient in our setting had a delay in presentation and 647 experienced a delay in diagnosis these delay increased the likelihood of presentation with a more advanced stage of disease future research is required in indonesia to explore the feasibility of evidencebased approach to reducing delay at both level including educational intervention to increase awareness of bc symptom and reducing existing complex and convoluted referral pathway for patient suspected of having cancer
36908296,quality of life of cancer patient during chemotherapy in indonesia a comparison of eortc qlqc30 and eq5d5l based on patient characteristic,one of the important outcome to define the success of cancer treatment is the healthrelated quality of life hrqol that can be measured using generic andor specific instrument our study aim to define the cancer patient hrqol in some hospital in indonesia a measured by the european organization for research and treatment for cancer eortc qlqc30 and the eq5d5l to define the difference of cancer patient hrqol referring to patient characteristic and to explore determinant of cancer patient hrqol we recruited 451 cancer patient using a crosssectional design in two referral hospital in central java indonesia using the purposive sampling technique all subject recruited from july 2020 to october 2021 met the inclusion criterion namely adult patient diagnosed with cancer in all stage who willingly participated in the study the indonesian value set wa used to obtain the eq5d5l index score we further analyzed the data based on cancer stage and compared two questionnaire using independent t test we highlighted that most of the cancer patient are female 694 young 86 and at advanced stage of cancer 541 the physical and role function and global health status of the cancer patient are poor and the most severe symptom is fatigue moreover most of them experience severe pain and perform daily activity with difficulty some patient characteristic show significant influence on the hrqol domain in both questionnaire p 005 interestingly both of the questionnaire have shown significant correlation between similar domain and revealed the poor hrqol of advanced cancer patient p 005 our study find that cancer patient still have poor hrqol in some domain we suggest to the health provider that they apply education and psychological intervention to increase their hrqol
